three_character,group,sub_chapter,chapter
D69,Purpura and other haemorrhagic conditions,"Coagulation defects, purpura and other haemorrhagic conditions",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D70,Agranulocytosis,Other disease of blood and blood-forming organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D71,Functional disorders of polymorphonuclear neutrophils,Other disease of blood and blood-forming organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D72,Other disorders of white blood cells,Other disease of blood and blood-forming organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D73,Diseases of spleen,Other disease of blood and blood-forming organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D74,Methaemoglobinaemia,Other disease of blood and blood-forming organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D75,Other diseases of blood and blood-forming organs,Other disease of blood and blood-forming organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D76,Certain diseases involving lymphoreticular tissue and reticulohistiocytic system,Other disease of blood and blood-forming organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D77,Other disorders of blood and blood-forming organs in diseases classified elsewhere,Other disease of blood and blood-forming organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D80,Immunodeficiency with predominantly antibody defects,Certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D81,Combined immunodeficiencies,Certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D82,Immunodeficiency associated with other major defects,Certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D83,Common variable immunodeficiency,Certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D84,Other immunodeficiencies,Certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D86,Sarcoidosis,Certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D89,"Other disorders involving the immune mechanism, not elsewhere classified",Certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
E00,Congenital iodine-deficiency syndrome,Disorders of the thyroid gland,"Endocrine, nutritional and metabolic diseases"
E01,Iodine-deficiency-related thyroid disorders and allied conditions,Disorders of the thyroid gland,"Endocrine, nutritional and metabolic diseases"
E02,Subclinical iodine-deficiency hypothyroidism,Disorders of the thyroid gland,"Endocrine, nutritional and metabolic diseases"
E03,Other hypothyroidism,Disorders of the thyroid gland,"Endocrine, nutritional and metabolic diseases"
E04,Other nontoxic goitre,Disorders of the thyroid gland,"Endocrine, nutritional and metabolic diseases"
E05,Thyrotoxicosis [hyperthyroidism],Disorders of the thyroid gland,"Endocrine, nutritional and metabolic diseases"
E06,Thyroiditis,Disorders of the thyroid gland,"Endocrine, nutritional and metabolic diseases"
E07,Other disorders of thyroid,Disorders of the thyroid gland,"Endocrine, nutritional and metabolic diseases"
E10,Insulin-dependent diabetes mellitus,Diabetes mellitus,"Endocrine, nutritional and metabolic diseases"
E11,Non-insulin-dependent diabetes mellitus,Diabetes mellitus,"Endocrine, nutritional and metabolic diseases"
E12,Malnutrition-related diabetes mellitus,Diabetes mellitus,"Endocrine, nutritional and metabolic diseases"
E13,Other specified diabetes mellitus,Diabetes mellitus,"Endocrine, nutritional and metabolic diseases"
E14,Unspecified diabetes mellitus,Diabetes mellitus,"Endocrine, nutritional and metabolic diseases"
E15,Nondiabetic hypoglycaemic coma,Other disorders of glucose regulation and pancreatic internal secretion,"Endocrine, nutritional and metabolic diseases"
E16,Other disorders of pancreatic internal secretion,Other disorders of glucose regulation and pancreatic internal secretion,"Endocrine, nutritional and metabolic diseases"
E20,Hypoparathyroidism,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E21,Hyperparathyroidism and other disorders of parathyroid gland,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E22,Hyperfunction of pituitary gland,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E23,Hypofunction and other disorders of pituitary gland,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E24,Cushing's syndrome,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E25,Adrenogenital disorders,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E26,Hyperaldosteronism,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E27,Other disorders of adrenal gland,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E28,Ovarian dysfunction,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E29,Testicular dysfunction,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E30,"Disorders of puberty, not elsewhere classified",Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E31,Polyglandular dysfunction,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E32,Diseases of thymus,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E34,Other endocrine disorders,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E35,Disorders of endocrine glands in diseases classified elsewhere,Disorders of other endocrine glands,"Endocrine, nutritional and metabolic diseases"
E40,Kwashiorkor,Malnutrition,"Endocrine, nutritional and metabolic diseases"
E41,Nutritional marasmus,Malnutrition,"Endocrine, nutritional and metabolic diseases"
E42,Marasmic kwashiorkor,Malnutrition,"Endocrine, nutritional and metabolic diseases"
E43,Unspecified severe protein-energy malnutrition,Malnutrition,"Endocrine, nutritional and metabolic diseases"
E44,Protein-energy malnutrition of moderate and mild degree,Malnutrition,"Endocrine, nutritional and metabolic diseases"
E45,Retarded development following protein-energy malnutrition,Malnutrition,"Endocrine, nutritional and metabolic diseases"
E46,Unspecified protein-energy malnutrition,Malnutrition,"Endocrine, nutritional and metabolic diseases"
E50,Vitamin A deficiency,Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E51,Thiamine deficiency,Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E52,Niacin deficiency [pellagra],Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E53,Deficiency of other B group vitamins,Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E54,Ascorbic acid deficiency,Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E55,Vitamin D deficiency,Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E56,Other vitamin deficiencies,Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E58,Dietary calcium deficiency,Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E59,Dietary selenium deficiency,Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E60,Dietary zinc deficiency,Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E61,Deficiency of other nutrient elements,Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E63,Other nutritional deficiencies,Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E64,Sequelae of malnutrition and other nutritional deficiencies,Other nutritional deficiencies,"Endocrine, nutritional and metabolic diseases"
E65,Localized adiposity,Obesity and other hyperalimentation,"Endocrine, nutritional and metabolic diseases"
E66,Obesity,Obesity and other hyperalimentation,"Endocrine, nutritional and metabolic diseases"
E67,Other hyperalimentation,Obesity and other hyperalimentation,"Endocrine, nutritional and metabolic diseases"
E68,Sequelae of hyperalimentation,Obesity and other hyperalimentation,"Endocrine, nutritional and metabolic diseases"
E70,Disorders of aromatic amino-acid metabolism,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E71,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E72,Other disorders of amino-acid metabolism,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E73,Lactose intolerance,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E74,Other disorders of carbohydrate metabolism,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E75,Disorders of sphingolipid metabolism and other lipid storage disorders,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E76,Disorders of glycosaminoglycan metabolism,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E77,Disorders of glycoprotein metabolism,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E78,Disorders of lipoprotein metabolism and other lipidaemias,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E79,Disorders of purine and pyrimidine metabolism,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E80,Disorders of porphyrin and bilirubin metabolism,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E83,Disorders of mineral metabolism,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E84,Cystic fibrosis,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E85,Amyloidosis,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E86,Volume depletion,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E87,"Other disorders of fluid, electrolyte and acid-base balance",Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E88,Other metabolic disorders,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E89,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
E90,Nutritional and metabolic disorders in diseases classified elsewhere,Metabolic disorders,"Endocrine, nutritional and metabolic diseases"
F00,Dementia in Alzheimer's disease (G30.-+),"Organic, including symptomatic, mental disorders",Mental and behavioural disorders
F01,Vascular dementia,"Organic, including symptomatic, mental disorders",Mental and behavioural disorders
F02,Dementia in other diseases classified elsewhere,"Organic, including symptomatic, mental disorders",Mental and behavioural disorders
F03,Unspecified dementia,"Organic, including symptomatic, mental disorders",Mental and behavioural disorders
F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances","Organic, including symptomatic, mental disorders",Mental and behavioural disorders
F05,"Delirium, not induced by alcohol and other psychoactive substances","Organic, including symptomatic, mental disorders",Mental and behavioural disorders
F06,Other mental disorders due to brain damage and dysfunction and to physical disease,"Organic, including symptomatic, mental disorders",Mental and behavioural disorders
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction","Organic, including symptomatic, mental disorders",Mental and behavioural disorders
F09,Unspecified organic or symptomatic mental disorder,"Organic, including symptomatic, mental disorders",Mental and behavioural disorders
