three_character,group,sub_chapter
V69,Occupant of heavy transport vehicle injured in other and unspecified transport accidents,Accidents
V70,Bus occupant injured in collision with pedestrian or animal,Accidents
V71,Bus occupant injured in collision with pedal cycle,Accidents
V72,Bus occupant injured in collision with two- or three-wheeled motor vehicle,Accidents
V73,"Bus occupant injured in collision with car, pick-up truck or van",Accidents
V74,Bus occupant injured in collision with heavy transport vehicle or bus,Accidents
V75,Bus occupant injured in collision with railway train or railway vehicle,Accidents
V76,Bus occupant injured in collision with other nonmotor vehicle,Accidents
V77,Bus occupant injured in collision with fixed or stationary object,Accidents
V78,Bus occupant injured in noncollision transport accident,Accidents
V79,Bus occupant injured in other and unspecified transport accidents,Accidents
V80,Animal-rider or occupant of animal-drawn vehicle injured intransport accident,Accidents
V81,Occupant of railway train or railway vehicle injured in transport accident,Accidents
V82,Occupant of streetcar injured in transport accident,Accidents
V83,Occupant of special vehicle mainly used on industrial premises injured in transport accident,Accidents
V84,Occupant of special vehicle mainly used in agriculture injured in transport accident,Accidents
V85,Occupant of special construction vehicle injured in transport accident,Accidents
V86,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident",Accidents
V87,Traffic accident of specified type but victim's mode of transport unknown,Accidents
V88,Nontraffic accident of specified type but victim's mode of transport unknown,Accidents
V89,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified",Accidents
V90,Accident to watercraft causing drowning and submersion,Accidents
V91,Accident to watercraft causing other injury,Accidents
V92,Water-transport-related drowning and submersion without accident to watercraft,Accidents
V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion",Accidents
V94,Other and unspecified water transport accidents,Accidents
V95,Accident to powered aircraft causing injury to occupant,Accidents
V96,Accident to nonpowered aircraft causing injury to occupant,Accidents
V97,Other specified air transport accidents,Accidents
V98,Other specified transport accidents,Accidents
V99,Unspecified transport accident,Accidents
W00,Fall on same level involving ice and snow,Accidents
W01,"Fall on same level from slipping, tripping and stumbling",Accidents
W02,"Fall involving ice-skates, skis, roller-skates or skateboards",Accidents
W03,"Other fall on same level due to collision with, or pushing by, another person",Accidents
W04,Fall while being carried or supported by other persons,Accidents
W05,Fall involving wheelchair,Accidents
W06,Fall involving bed,Accidents
W07,Fall involving chair,Accidents
W08,Fall involving other furniture,Accidents
W09,Fall involving playground equipment,Accidents
W10,Fall on and from stairs and steps,Accidents
W11,Fall on and from ladder,Accidents
W12,Fall on and from scaffolding,Accidents
W13,"Fall from, out of or through building or structure",Accidents
W14,Fall from tree,Accidents
W15,Fall from cliff,Accidents
W16,Diving or jumping into water causing injury other than drowning or submersion,Accidents
W17,Other fall from one level to another,Accidents
W18,Other fall on same level,Accidents
W19,Unspecified fall,Accidents
W20,"Struck by thrown, projected or falling object",Accidents
W21,Striking against or struck by sports equipment,Accidents
W22,Striking against or struck by other objects,Accidents
W23,"Caught, crushed, jammed or pinched in or between objects",Accidents
W24,"Contact with lifting and transmission devices, not elsewhere classified",Accidents
W25,Contact with sharp glass,Accidents
W26,"Contact with knife, sword or dagger",Accidents
W27,Contact with nonpowered hand tool,Accidents
W28,Contact with powered lawnmower,Accidents
W29,Contact with other powered hand tools and household machinery,Accidents
W30,Contact with agricultural machinery,Accidents
W31,Contact with other and unspecified machinery,Accidents
W32,Handgun discharge,Accidents
W33,"Rifle, shotgun and larger firearm discharge",Accidents
W34,Discharge from other and unspecified firearms,Accidents
W35,Explosion and rupture of boiler,Accidents
W36,Explosion and rupture of gas cylinder,Accidents
W37,"Explosion and rupture of pressurized tyre, pipe or hose",Accidents
W38,Explosion and rupture of other specified pressurized devices,Accidents
W39,Discharge of firework,Accidents
W40,Explosion of other materials,Accidents
W41,Exposure to high-pressure jet,Accidents
W42,Exposure to noise,Accidents
W43,Exposure to vibration,Accidents
W44,Foreign body entering into or through eye or natural orifice,Accidents
W45,Foreign body or object entering through skin,Accidents
W46,Contact with hypodermic needle,Accidents
W49,Exposure to other and unspecified inanimate mechanical forces,Accidents
W50,"Hit, struck, kicked, twisted, bitten or scratched by another person",Accidents
W51,Striking against or bumped into by another person,Accidents
W52,"Crushed, pushed or stepped on by crowd or human stampede",Accidents
W53,Bitten by rat,Accidents
W54,Bitten or struck by dog,Accidents
W55,Bitten or struck by other mammals,Accidents
W56,Contact with marine animal,Accidents
W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods,Accidents
W58,Bitten or struck by crocodile or alligator,Accidents
W59,Bitten or crushed by other reptiles,Accidents
W60,Contact with plant thorns and spines and sharp leaves,Accidents
W64,Exposure to other and unspecified animate mechanical forces,Accidents
W65,Drowning and submersion while in bath-tub,Accidents
W66,Drowning and submersion following fall into bath-tub,Accidents
W67,Drowning and submersion while in swimming-pool,Accidents
W68,Drowning and submersion following fall into swimming-pool,Accidents
W69,Drowning and submersion while in natural water,Accidents
W70,Drowning and submersion following fall into natural water,Accidents
W73,Other specified drowning and submersion,Accidents
W74,Unspecified drowning and submersion,Accidents
W75,Accidental suffocation and strangulation in bed,Accidents
W76,Other accidental hanging and strangulation,Accidents
W77,"Threat to breathing due to cave-in, falling earth and other substances",Accidents
W78,Inhalation of gastric contents,Accidents
W79,Inhalation and ingestion of food causing obstruction of respiratory tract,Accidents
W80,Inhalation and ingestion of other objects causing obstruction of respiratory tract,Accidents
W81,Confined to or trapped in a low-oxygen environment,Accidents
W83,Other specified threats to breathing,Accidents
W84,Unspecified threat to breathing,Accidents
W85,Exposure to electric transmission lines,Accidents
W86,Exposure to other specified electric current,Accidents
W87,Exposure to unspecified electric current,Accidents
W88,Exposure to ionizing radiation,Accidents
W89,Exposure to man-made visible and ultraviolet light,Accidents
W90,Exposure to other nonionizing radiation,Accidents
W91,Exposure to unspecified type of radiation,Accidents
W92,Exposure to excessive heat of man-made origin,Accidents
W93,Exposure to excessive cold of man-made origin,Accidents
W94,Exposure to high and low air pressure and changes in air pressure,Accidents
W99,Exposure to other and unspecified man-made environmental factors,Accidents
X00,Exposure to uncontrolled fire in building or structure,Accidents
X01,"Exposure to uncontrolled fire, not in building or structure",Accidents
X02,Exposure to controlled fire in building or structure,Accidents
X03,"Exposure to controlled fire, not in building or structure",Accidents
X04,Exposure to ignition of highly flammable material,Accidents
X05,Exposure to ignition or melting of nightwear,Accidents
X06,Exposure to ignition or melting of other clothing and apparel,Accidents
X08,"Exposure to other specified smoke, fire and flames",Accidents
X09,"Exposure to unspecified smoke, fire and flames",Accidents
X10,"Contact with hot drinks, food, fats and cooking oils",Accidents
X11,Contact with hot tap-water,Accidents
X12,Contact with other hot fluids,Accidents
X13,Contact with steam and hot vapours,Accidents
X14,Contact with hot air and gases,Accidents
X15,Contact with hot household appliances,Accidents
X16,"Contact with hot heating appliances, radiators and pipes",Accidents
X17,"Contact with hot engines, machinery and tools",Accidents
X18,Contact with other hot metals,Accidents
X19,Contact with other and unspecified heat and hot substances,Accidents
X20,Contact with venomous snakes and lizards,Accidents
X21,Contact with venomous spiders,Accidents
X22,Contact with scorpions,Accidents
X23,"Contact with hornets, wasps and bees",Accidents
X24,Contact with centipedes and venomous millipedes (tropical),Accidents
X25,Contact with other specified venomous arthropods,Accidents
X26,Contact with venomous marine animals and plants,Accidents
X27,Contact with other specified venomous animals,Accidents
X28,Contact with other specified venomous plants,Accidents
X29,Contact with unspecified venomous animal or plant,Accidents
X30,Exposure to excessive natural heat,Accidents
X31,Exposure to excessive natural cold,Accidents
X32,Exposure to sunlight,Accidents
X33,Victim of lightning,Accidents
X34,Victim of earthquake,Accidents
X35,Victim of volcanic eruption,Accidents
X36,"Victim of avalanche, landslide and other earth movements",Accidents
X37,Victim of cataclysmic storm,Accidents
X38,Victim of flood,Accidents
X39,Exposure to other and unspecified forces of nature,Accidents
X40,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Accidents
X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",Accidents
X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Accidents
X43,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Accidents
X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Accidents
X45,Accidental poisoning by and exposure to alcohol,Accidents
X46,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Accidents
X47,Accidental poisoning by and exposure to other gases and vapours,Accidents
X48,Accidental poisoning by and exposure to pesticides,Accidents
X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Accidents
X50,Overexertion and strenuous or repetitive movements,Accidents
X51,Travel and motion,Accidents
X52,Prolonged stay in weightless environment,Accidents
X53,Lack of food,Accidents
X54,Lack of water,Accidents
X57,Unspecified privation,Accidents
X58,Exposure to other specified factors,Accidents
X59,Exposure to unspecified factor,Accidents
X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Intentional self-harm
X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",Intentional self-harm
X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Intentional self-harm
X63,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,Intentional self-harm
X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Intentional self-harm
X65,Intentional self-poisoning by and exposure to alcohol,Intentional self-harm
X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Intentional self-harm
X67,Intentional self-poisoning by and exposure to other gases and vapours,Intentional self-harm
X68,Intentional self-poisoning by and exposure to pesticides,Intentional self-harm
X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,Intentional self-harm
X70,"Intentional self-harm by hanging, strangulation and suffocation",Intentional self-harm
X71,Intentional self-harm by drowning and submersion,Intentional self-harm
X72,Intentional self-harm by handgun discharge,Intentional self-harm
X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Intentional self-harm
X74,Intentional self-harm by other and unspecified firearm discharge,Intentional self-harm
X75,Intentional self-harm by explosive material,Intentional self-harm
X76,"Intentional self-harm by smoke, fire and flames",Intentional self-harm
X77,"Intentional self-harm by steam, hot vapours and hot objects",Intentional self-harm
X78,Intentional self-harm by sharp object,Intentional self-harm
X79,Intentional self-harm by blunt object,Intentional self-harm
X80,Intentional self-harm by jumping from a high place,Intentional self-harm
X81,Intentional self-harm by jumping or lying before moving object,Intentional self-harm
X82,Intentional self-harm by crashing of motor vehicle,Intentional self-harm
X83,Intentional self-harm by other specified means,Intentional self-harm
X84,Intentional self-harm by unspecified means,Intentional self-harm
X85,"Assault by drugs, medicaments and biological substances",Assault
X86,Assault by corrosive substance,Assault
X87,Assault by pesticides,Assault
X88,Assault by gases and vapours,Assault
X89,Assault by other specified chemicals and noxious substances,Assault
X90,Assault by unspecified chemical or noxious substance,Assault
X91,"Assault by hanging, strangulation and suffocation",Assault
X92,Assault by drowning and submersion,Assault
X93,Assault by handgun discharge,Assault
X94,"Assault by rifle, shotgun and larger firearm discharge",Assault
X95,Assault by other and unspecified firearm discharge,Assault
X96,Assault by explosive material,Assault
X97,"Assault by smoke, fire and flames",Assault
X98,"Assault by steam, hot vapours and hot objects",Assault
X99,Assault by sharp object,Assault
Y00,Assault by blunt object,Assault
Y01,Assault by pushing from high place,Assault
Y02,Assault by pushing or placing victim before moving object,Assault
Y03,Assault by crashing of motor vehicle,Assault
Y04,Assault by bodily force,Assault
Y05,Sexual assault by bodily force,Assault
Y06,Neglect and abandonment,Assault
Y07,Other maltreatment syndromes,Assault
Y08,Assault by other specified means,Assault
Y09,Assault by unspecified means,Assault
Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Event of undetermined intent
Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified,",Event of undetermined intent
Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Event of undetermined intent
Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Event of undetermined intent
Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Event of undetermined intent
Y15,"Poisoning by and exposure to alcohol, undetermined intent",Event of undetermined intent
Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Event of undetermined intent
Y17,"Poisoning by and exposure to other gases and vapours, undetermined intent",Event of undetermined intent
Y18,"Poisoning by and exposure to pesticides, undetermined intent",Event of undetermined intent
Y19,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent",Event of undetermined intent
Y20,"Hanging, strangulation and suffocation, undetermined intent",Event of undetermined intent
Y21,"Drowning and submersion, undetermined intent",Event of undetermined intent
Y22,"Handgun discharge, undetermined intent",Event of undetermined intent
Y23,"Rifle, shotgun and larger firearm discharge, undetermined intent",Event of undetermined intent
Y24,"Other and unspecified firearm discharge, undetermined intent",Event of undetermined intent
Y25,"Contact with explosive material, undetermined intent",Event of undetermined intent
Y26,"Exposure to smoke, fire and flames, undetermined intent",Event of undetermined intent
Y27,"Contact with steam, hot vapours and hot objects, undetermined intent",Event of undetermined intent
Y28,"Contact with sharp object, undetermined intent",Event of undetermined intent
Y29,"Contact with blunt object, undetermined intent",Event of undetermined intent
Y30,"Falling, jumping or pushed from a high place, undetermined intent",Event of undetermined intent
Y31,"Falling, lying or running before or into moving object, undetermined intent",Event of undetermined intent
Y32,"Crashing of motor vehicle, undetermined intent",Event of undetermined intent
Y33,"Other specified events, undetermined intent",Event of undetermined intent
Y34,"Unspecified event, undetermined intent",Event of undetermined intent
Y35,Legal intervention,Legal intervention and operations of war
Y36,Operations of war,Legal intervention and operations of war
Y40,Systemic antibiotics,Complications of medical and surgical care
Y41,Other systemic anti-infectives and antiparasitics,Complications of medical and surgical care
Y42,"Hormones and their synthetic substitutes and antagonists, not elsewhere classified",Complications of medical and surgical care
Y43,Primarily systemic agents,Complications of medical and surgical care
Y44,Agents primarily affecting blood constituents,Complications of medical and surgical care
Y45,"Analgesics, antipyretics and anti-inflammatory drugs",Complications of medical and surgical care
Y46,Antiepileptics and antiparkinsonism drugs,Complications of medical and surgical care
Y47,"Sedatives, hypnotics and antianxiety drugs",Complications of medical and surgical care
Y48,Anaesthetics and therapeutic gases,Complications of medical and surgical care
Y49,"Psychotropic drugs, not elsewhere classified",Complications of medical and surgical care
Y50,"Central nervous system stimulants, not elsewhere classified",Complications of medical and surgical care
Y51,Drugs primarily affecting the autonomic nervous system,Complications of medical and surgical care
Y52,Agents primarily affecting the cardiovascular system,Complications of medical and surgical care
Y53,Agents primarily affecting the gastrointestinal system,Complications of medical and surgical care
Y54,Agents primarily affecting water-balance and mineral and uric acid metabolism,Complications of medical and surgical care
Y55,Agents primarily acting on smooth and skeletal muscles and the respiratory system,Complications of medical and surgical care
Y56,"Topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological and dental drugs",Complications of medical and surgical care
Y57,Other and unspecified drugs and medicaments,Complications of medical and surgical care
Y58,Bacterial vaccines,Complications of medical and surgical care
Y59,Other and unspecified vaccines and biological substances,Complications of medical and surgical care
Y60,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care",Complications of medical and surgical care
Y61,Foreign object accidentally left in body during surgical and medical care,Complications of medical and surgical care
Y62,Failure of sterile precautions during surgical and medical care,Complications of medical and surgical care
Y63,Failure in dosage during surgical and medical care,Complications of medical and surgical care
Y64,Contaminated medical or biological substances,Complications of medical and surgical care
Y65,Other misadventures during surgical and medical care,Complications of medical and surgical care
Y66,Nonadministration of surgical and medical care,Complications of medical and surgical care
Y69,Unspecified misadventure during surgical and medical care,Complications of medical and surgical care
Y70,Anaesthesiology devices associated with adverse incidents,Complications of medical and surgical care
Y71,Cardiovascular devices associated with adverse incidents,Complications of medical and surgical care
Y72,Otorhinolaryngological devices associated with adverse incidents,Complications of medical and surgical care
Y73,Gastroenterology and urology devices associated with adverse incidents,Complications of medical and surgical care
Y74,General hospital and personal-use devices associated with adverse incidents,Complications of medical and surgical care
Y75,Neurological devices associated with adverse incidents,Complications of medical and surgical care
Y76,Obstetric and gynaecological devices associated with adverse incidents,Complications of medical and surgical care
Y77,Ophthalmic devices associated with adverse incidents,Complications of medical and surgical care
Y78,Radiological devices associated with adverse incidents,Complications of medical and surgical care
Y79,Orthopaedic devices associated with adverse incidents,Complications of medical and surgical care
Y80,Physical medicine devices associated with adverse incidents,Complications of medical and surgical care
Y81,General- and plastic-surgery devices associated with adverse incidents,Complications of medical and surgical care
Y82,Other and unspecified medical devices associated with adverse incidents,Complications of medical and surgical care
Y83,"Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Complications of medical and surgical care
Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure",Complications of medical and surgical care
Y85,Sequelae of transport accidents,Sequelae of external causes of morbidity and mortality
Y86,Sequelae of other accidents,Sequelae of external causes of morbidity and mortality
Y87,"Sequelae of intentional self-harm, assault and events of undetermined intent",Sequelae of external causes of morbidity and mortality
Y88,Sequelae with surgical and medical care as external cause,Sequelae of external causes of morbidity and mortality
Y89,Sequelae of other external causes,Sequelae of external causes of morbidity and mortality
Y90,Evidence of alcohol involvement determined by blood alcohol level,Supplementary factors related to causes of morbidity and mortality classified elsewhere
Y91,Evidence of alcohol involvement determined by level of intoxication,Supplementary factors related to causes of morbidity and mortality classified elsewhere
Y95,Nosocomial condition,Supplementary factors related to causes of morbidity and mortality classified elsewhere
Y96,Work-related condition,Supplementary factors related to causes of morbidity and mortality classified elsewhere
Y97,Environmental-pollution-related condition,Supplementary factors related to causes of morbidity and mortality classified elsewhere
Y98,Lifestyle-related condition,Supplementary factors related to causes of morbidity and mortality classified elsewhere
